row_id,monitor,date_hour,date,hour,season,sin_hour,cos_hour,season_binary,mod_pm25,mod_pm1,mod_pm10,mod_temp,mod_rh,grimm_pm25,split_day_block
18,MOD-PM-00884,2025-08-13T09:00:00Z,2025-08-13,9,Not Harmattan,0.7071067811865476,-0.7071067811865475,0,6.169729305506754,6.455579211559652,10.108739440390794,32.56744680851064,53.87382978723405,5.493333333333333,train
19,MOD-PM-00884,2025-08-13T10:00:00Z,2025-08-13,10,Not Harmattan,0.49999999999999994,-0.8660254037844387,0,7.870730139843937,8.054779685105425,11.314321755218437,33.330877192982456,51.67578947368421,4.848333333333334,train
20,MOD-PM-00884,2025-08-13T11:00:00Z,2025-08-13,11,Not Harmattan,0.258819045102521,-0.9659258262890682,0,7.307672332495764,7.50589861158118,10.68546819888964,33.73135593220339,50.64762711864407,5.443333333333333,train
21,MOD-PM-00884,2025-08-13T12:00:00Z,2025-08-13,12,Not Harmattan,1.2246467991473532e-16,-1,0,9.07375574220045,9.196406072286928,12.41115306913151,34.08436363636363,49.127272727272725,5.163333333333333,train
22,MOD-PM-00884,2025-08-13T13:00:00Z,2025-08-13,13,Not Harmattan,-0.2588190451025208,-0.9659258262890683,0,12.823705401165247,12.724018176791468,15.299930657543287,33.381454545454545,50.51236363636364,5.296666666666667,train
23,MOD-PM-00884,2025-08-13T14:00:00Z,2025-08-13,14,Not Harmattan,-0.4999999999999998,-0.8660254037844388,0,11.258682549756314,11.2695714812024,14.14771549509428,31.608666666666668,55.30466666666667,6.5200000000000005,train
24,MOD-PM-00884,2025-08-13T15:00:00Z,2025-08-13,15,Not Harmattan,-0.7071067811865471,-0.7071067811865479,0,10.494507777283768,10.20714046970736,13.08736585852246,29.59872727272727,61.02236363636363,6.453333333333333,train
25,MOD-PM-00884,2025-08-13T16:00:00Z,2025-08-13,16,Not Harmattan,-0.8660254037844384,-0.5000000000000004,0,14.122277410191764,13.981835627397372,16.722579217753317,28.700333333333333,64.28616666666667,6.4783333333333335,train
26,MOD-PM-00884,2025-08-13T17:00:00Z,2025-08-13,17,Not Harmattan,-0.9659258262890683,-0.25881904510252063,0,14.748265470614088,14.55922845362666,16.38906731020953,27.821428571428573,67.54836734693878,8.088333333333333,train
27,MOD-PM-00884,2025-08-13T18:00:00Z,2025-08-13,18,Not Harmattan,-1,-1.8369701987210297e-16,0,18.552940992258772,18.127938875067624,20.20669270708283,26.703818181818185,71.68818181818182,8.465,train
28,MOD-PM-00884,2025-08-13T19:00:00Z,2025-08-13,19,Not Harmattan,-0.9659258262890684,0.2588190451025203,0,37.03033743255159,35.59063217767543,33.8129857998087,25.72728813559322,74.51423728813559,10.195,train
29,MOD-PM-00884,2025-08-13T20:00:00Z,2025-08-13,20,Not Harmattan,-0.8660254037844386,0.5000000000000001,0,36.4895454228303,35.06059625463817,33.25236740513046,25.313666666666663,75.833,22.301666666666662,train
30,MOD-PM-00884,2025-08-13T21:00:00Z,2025-08-13,21,Not Harmattan,-0.7071067811865477,0.7071067811865474,0,35.59221188744005,34.18476905833572,32.52428864944381,24.817,77.51033333333334,21.28333333333333,train
